DATE,TIME,ADDRESS,MUNICIPALITY,CRIME
6/1/2018,20:30,83 Laramie Rd,PLAINFIELD,SIMPLE ASSAULT
6/1/2018,21:12,211 West Front St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
6/1/2018,21:18,945 West 3rd St,PLAINFIELD,CRIMINAL MISCHIEF
6/1/2018,21:36,821 Central Av,PLAINFIELD,SIMPLE ASSAULT
6/1/2018,23:35,Hillside Av && Watchung Av,PLAINFIELD,ROBBERY - FIREARM - HIGHWAY
6/1/2018,23:56,120 Central Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/2/2018,0:59,500 Park Av,PLAINFIELD,SIMPLE ASSAULT
6/2/2018,7:40,414 Central Av,PLAINFIELD,OTHER STOLEN MOTOR VEHICLE
6/2/2018,11:39,Park Av && West 7th St,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
6/2/2018,13:39,1147 South Av,PLAINFIELD,LRCNY BTWN $50 & $200 - SHOPLIFTING
6/2/2018,21:14,600 Park Av,PLAINFIELD,LARCENY OVER $200 - BICYCLE
6/2/2018,22:01,600 Park Av,PLAINFIELD,DISORDERLY CONDUCT
6/2/2018,22:06,311 West Front St,PLAINFIELD,CRIMINAL MISCHIEF
6/2/2018,23:17,426 Watchung Av,PLAINFIELD,SIMPLE ASSAULT
6/3/2018,1:44,686 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/3/2018,3:31,127 Johnston Av,PLAINFIELD,DISORDERLY CONDUCT
6/3/2018,3:45,833 1st Pl,PLAINFIELD,SIMPLE ASSAULT
6/3/2018,3:50,705 Coolidge St,PLAINFIELD,CRIMINAL MISCHIEF
6/3/2018,7:09,1159 Myrtle Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/3/2018,11:14,1227 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/3/2018,14:01,300 Plainfield Av,PLAINFIELD,SALE/MANUFACTURE OF OPIUM/COCAINE/DERIV
6/3/2018,16:39,130 West Front St,PLAINFIELD,CRIMINAL MISCHIEF
6/3/2018,18:02,Madison Av && West 9th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/3/2018,20:25,518 Watchung Av,PLAINFIELD,ASSAULT - KNIFE OR CUTTING INSTRUMENT
6/3/2018,20:41,307 Johnston Av,PLAINFIELD,SIMPLE ASSAULT
6/3/2018,22:32,515 Clinton Av,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM AUTOS
6/4/2018,0:28,662 South Av,PLAINFIELD,CRIMINAL MISCHIEF
6/4/2018,1:19,1444 Jean Ter,PLAINFIELD,SIMPLE ASSAULT
6/4/2018,7:59,300 Garfield Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/4/2018,9:59,428 West 4th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
6/4/2018,11:55,414 West 8th St,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
6/4/2018,16:42,East 4th St && Park Av,PLAINFIELD,LRCNY BTWN $50 & $200 - BICYCLES
6/4/2018,17:01,1332 South Av,PLAINFIELD,SALE/MANUFACTURE OF OPIUM/COCAINE/DERIV
6/4/2018,18:41,831 West 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/4/2018,21:35,300 Prescott Pl,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
6/5/2018,0:36,188 Reeve Ter,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/5/2018,2:15,188 Reeve Ter,PLAINFIELD,POSSESSION OF MARIJUANA
6/5/2018,9:09,700 East 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/5/2018,9:41,624 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/5/2018,10:49,950 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/5/2018,12:02,700 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/5/2018,13:50,1444 Jean Ter,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/5/2018,14:57,185 East Front St,PLAINFIELD,POSSESSION OF SYNTHETIC NARCOTIC
6/5/2018,16:21,305 Emerson Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/5/2018,16:22,1358 East Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - BICYCLES
6/5/2018,16:55,400 East 5th St,PLAINFIELD,POSSESSION OF MARIJUANA
6/5/2018,17:04,1108 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/5/2018,17:24,521 Woodland Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/5/2018,20:52,40 Sandford Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/5/2018,21:52,32 Sandford Av,PLAINFIELD,SALE/MANUFACTURE OF MARIJUANA
6/5/2018,22:50,300 Plainfield Av,PLAINFIELD,DISORDERLY CONDUCT
6/6/2018,0:09,418 West 5th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
6/6/2018,2:16,952 Carnegie Av,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
6/6/2018,7:14,742 Kensington Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/6/2018,7:58,509 West 3rd St,PLAINFIELD,CRIMINAL MISCHIEF
6/6/2018,8:16,243 East 6th St,PLAINFIELD,STOLEN AUTOMOBILE
6/6/2018,9:48,922 Putnam Av,PLAINFIELD,UNLAWFUL ENTRY - NONRESIDENCE - NIGHT
6/6/2018,10:20,1101 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/6/2018,11:09,310 Plainfield Av,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
6/6/2018,13:34,123 West 7th St,PLAINFIELD,ASSAULT - KNIFE OR CUTTING INSTRUMENT
6/6/2018,15:42,141 East Front St,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
6/6/2018,17:36,701 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/7/2018,6:07,1002 Arlington Av,PLAINFIELD,STOLEN AUTOMOBILE
6/7/2018,10:08,1615 South 2nd St,PLAINFIELD,CRIMINAL MISCHIEF
6/7/2018,10:35,950 Park Av,PLAINFIELD,DISORDERLY CONDUCT
6/7/2018,11:45,127 Johnston Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
6/7/2018,13:18,926 Grant Av,PLAINFIELD,LARCENY OVER $200 - BICYCLE
6/7/2018,15:26,217 Leland Av,PLAINFIELD,SIMPLE ASSAULT
6/7/2018,15:38,724 Park Av,PLAINFIELD,CRIMINAL MISCHIEF
6/7/2018,15:40,800 Park Av,PLAINFIELD,DISORDERLY CONDUCT
6/7/2018,17:19,632 East 7th St,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - DAY
6/7/2018,17:49,500 West 3rd St,PLAINFIELD,POSSESSION OF MARIJUANA
6/7/2018,19:11,600 Park Av,PLAINFIELD,FRAUD
6/7/2018,20:01,628 West 4th St,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - DAYTIME
6/7/2018,21:57,116 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/7/2018,23:32,949-951 West 5th St,PLAINFIELD,ASSAULT - OTHER DANGEROUS WEAPON
6/7/2018,23:34,258 Netherwood Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/8/2018,1:31,Plainfield Av && West Front St,PLAINFIELD,ROBBERY - STRONG ARM - MISCELLANEOUS
6/8/2018,11:11,196 East Front St,PLAINFIELD,LARCENY OVER $200 - SHOPLIFTING
6/8/2018,11:31,62 Sandford Av,PLAINFIELD,ROBBERY - FIREARM - MISCELLANEOUS
6/8/2018,15:37,1100 Kenyon Av,PLAINFIELD,LARCENY OVER $200 - OTHER
6/8/2018,16:57,1208 Prospect Av,PLAINFIELD,CRIMINAL MISCHIEF
6/8/2018,17:45,211 West Front St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
6/8/2018,18:35,626 East 6th St,PLAINFIELD,LRCNY BTWN $50 & $200 - BICYCLES
6/8/2018,18:54,731 Sherman Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
6/8/2018,18:57,412 Liberty St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/8/2018,21:45,450 Orchard Pl,PLAINFIELD,WEAPONS CARRY POSSESSION USE FIREARM
6/8/2018,22:36,East 2nd St && Wiley Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/8/2018,23:20,East 5th St && Roosevelt Av,PLAINFIELD,SIMPLE ASSAULT
6/8/2018,23:32,450 Orchard Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/9/2018,2:56,Church St && East Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
6/9/2018,5:47,517 Park Av,PLAINFIELD,SIMPLE ASSAULT
6/9/2018,9:02,101 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/9/2018,10:27,324 Garfield Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/9/2018,15:36,58 Westervelt Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/9/2018,18:55,300 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/9/2018,20:38,1106 West 6th St,PLAINFIELD,LARCENY OVER $200 - BICYCLE
6/9/2018,20:54,528 West 6th St,PLAINFIELD,CRIMINAL MISCHIEF
6/9/2018,22:04,1158 Loraine Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
6/10/2018,0:01,1158 Loraine Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/10/2018,2:29,113 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/10/2018,2:46,1150 South Av,PLAINFIELD,FRAUD
6/10/2018,10:08,189 East Front St,PLAINFIELD,LARCENY UNDER $50 - OTHER
6/10/2018,13:32,800 East Front St,PLAINFIELD,POSSESSION OF MARIJUANA
6/10/2018,13:38,532 West 5th St,PLAINFIELD,SIMPLE ASSAULT
6/10/2018,14:58,123 East 4th St,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
6/10/2018,15:11,647 East 7th St,PLAINFIELD,LARCENY OVER $200 - BICYCLE
6/10/2018,18:15,969 Mayfair Way,PLAINFIELD,FRAUD
6/10/2018,20:52,333 Mcdowell St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/10/2018,21:31,1212 Thornton Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/10/2018,21:51,53 Roosevelt Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/10/2018,22:52,417 Plainfield Av,PLAINFIELD,SIMPLE ASSAULT
6/10/2018,23:09,Belvidere Av && South Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
6/11/2018,0:51,Park Av && West 8th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/11/2018,2:33,678 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/11/2018,2:37,678 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/11/2018,3:21,1012 Ironbound Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/11/2018,4:39,1312 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/11/2018,7:35,1800 West Front St,PLAINFIELD,CRIMINAL MISCHIEF
6/11/2018,10:13,800 East Front St,PLAINFIELD,POSSESSION OF MARIJUANA
6/11/2018,10:24,250 East 2nd St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
6/11/2018,11:33,1115 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/11/2018,11:39,172 East Front St,PLAINFIELD,LARCENY OVER $200 - SHOPLIFTING
6/11/2018,12:06,11-27 Washington Av,PLAINFIELD,LARCENY OVER $200 - OTHER
6/11/2018,14:39,920 East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/11/2018,17:10,109 East 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/11/2018,17:12,33 Commerical Av,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
6/11/2018,17:23,741 West 3rd St,PLAINFIELD,SIMPLE ASSAULT
6/11/2018,20:08,1000 Myrtle Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/11/2018,20:52,434 East 7th St,PLAINFIELD,SIMPLE ASSAULT
6/12/2018,0:16,340 East Front St,PLAINFIELD,UNLAWFUL ENTRY - NONRESIDENCE - NIGHT
6/12/2018,2:07,745 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/12/2018,2:12,340 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/12/2018,2:22,10 Clinton Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/12/2018,2:28,608 East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/12/2018,2:52,900 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/12/2018,2:58,610 Lee Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/12/2018,3:06,300 Lee Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/12/2018,3:06,713 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/12/2018,3:15,800 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/12/2018,6:26,1257 George St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/12/2018,8:01,108 Church St,PLAINFIELD,SIMPLE ASSAULT
6/12/2018,13:48,365 Emerson Av,PLAINFIELD,SIMPLE ASSAULT
6/12/2018,14:22,New St && West Front St,PLAINFIELD,SIMPLE ASSAULT
6/12/2018,19:25,1018 West Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
6/12/2018,23:36,Liberty St && Orchard Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/13/2018,3:48,123 West 7th St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
6/13/2018,6:46,311 West Front St,PLAINFIELD,CRIMINAL MISCHIEF
6/13/2018,11:15,654 South 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/13/2018,12:09,224 Hillcrest Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
6/13/2018,17:09,100 Watchung Av,PLAINFIELD,SIMPLE ASSAULT
6/13/2018,17:57,Plainfield Av && West 4th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
6/13/2018,21:20,635 West Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - AUT PARTS & ACC
6/13/2018,21:27,1654 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/14/2018,11:13,700 East 2nd St,PLAINFIELD,POSSESSION OF SYNTHETIC NARCOTIC
6/14/2018,13:58,1150 South Av,PLAINFIELD,FRAUD
6/14/2018,14:34,120 Randolph Rd,PLAINFIELD,AGGRAVATED ASSAULT
6/14/2018,16:02,513 West 6th St,PLAINFIELD,SIMPLE ASSAULT
6/14/2018,16:44,455 Orchard Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/14/2018,16:45,102 East Front St,PLAINFIELD,AGGRAVATED ASSAULT
6/14/2018,23:21,738 West 4th St,PLAINFIELD,MISSING MINOR
6/15/2018,2:04,East Front St && Watchung Av,PLAINFIELD,AGGRAVATED ASSAULT
6/15/2018,8:14,913 Sherman Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/15/2018,8:57,431 West Front St,PLAINFIELD,SIMPLE ASSAULT
6/15/2018,12:55,752 East 2nd St,PLAINFIELD,POSSESSION OF MARIJUANA
6/15/2018,13:40,600 Park Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
6/15/2018,13:51,Arlington Av && West 6th St,PLAINFIELD,STOLEN AUTOMOBILE
6/15/2018,13:58,280 Colonial Pl,PLAINFIELD,CRIMINAL MISCHIEF
6/15/2018,15:07,1030 Prospect Av,PLAINFIELD,FORGERY AND COUNTERFEITING
6/15/2018,17:40,920 East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/15/2018,18:56,1338 East 7th St,PLAINFIELD,SIMPLE ASSAULT
6/15/2018,22:02,New St && Orchard Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/16/2018,4:08,524 Wadsworth Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/16/2018,6:58,Nj/Seaside Heights Pd,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
6/16/2018,7:58,202 Rock Av,PLAINFIELD,CRIMINAL MISCHIEF
6/16/2018,12:48,619 Park Av,PLAINFIELD,SIMPLE ASSAULT
6/16/2018,17:06,1834 West Front St,PLAINFIELD,STOLEN AUTOMOBILE
6/16/2018,18:05,Berkeley Ter && East Front St,PLAINFIELD,CRIMINAL MISCHIEF
6/16/2018,19:07,Orchard Pl,PLAINFIELD,SIMPLE ASSAULT
6/16/2018,20:20,217 East 7th St,PLAINFIELD,SIMPLE ASSAULT
6/16/2018,20:45,734 Hillside Av,PLAINFIELD,SIMPLE ASSAULT
6/16/2018,20:54,Cottage Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/16/2018,21:01,600 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/16/2018,21:11,56 Sandford Av,PLAINFIELD,SIMPLE ASSAULT
6/16/2018,21:27,522 West Front St,PLAINFIELD,SIMPLE ASSAULT
6/16/2018,23:43,325 West Front St,PLAINFIELD,SIMPLE ASSAULT
6/17/2018,2:14,1404 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/17/2018,2:35,44 Watchung Av,PLAINFIELD,SIMPLE ASSAULT
6/17/2018,4:29,1215 Rose St,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - NIGHT
6/17/2018,6:16,724 Madison Av,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
6/17/2018,7:03,115 West 7th St,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
6/17/2018,8:51,515 Central Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/17/2018,9:05,1300 Sunnyside Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/17/2018,10:36,1300 Sunnyside Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/17/2018,11:02,515 Central Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/17/2018,11:38,645 East 2nd St,PLAINFIELD,CRIMINAL MISCHIEF
6/17/2018,11:59,128 Berckman St,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
6/17/2018,16:53,201 Evona Av,PLAINFIELD,SIMPLE ASSAULT
6/18/2018,2:06,515 West 7th St,PLAINFIELD,SIMPLE ASSAULT
6/18/2018,10:20,211 West 3rd St,PLAINFIELD,ROBBERY - FIREARM - RESIDENCE
6/18/2018,11:09,143 Netherwood Av,PLAINFIELD,SIMPLE ASSAULT
6/18/2018,11:20,234 West Front St,PLAINFIELD,FRAUD
6/18/2018,11:34,911 Plainfield Av,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - UNKNOWN
6/18/2018,16:25,920 East 7th St,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
6/18/2018,19:21,123 Johnston Av,PLAINFIELD,CRIMINAL MISCHIEF
6/18/2018,22:47,759 East 3rd St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM AUTOS
6/19/2018,0:49,208 West Front St,PLAINFIELD,ROBBERY - KNIFE - MISCELLANEOUS
6/19/2018,7:34,1358 Sloane Blvd,PLAINFIELD,CRIMINAL MISCHIEF
6/19/2018,8:55,1066 Allenwood Dr,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/19/2018,12:14,100 New St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/19/2018,12:52,100 New St,PLAINFIELD,POSSESSION OF MARIJUANA
6/19/2018,14:02,306 Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/19/2018,17:27,1015 Oak Ln,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/19/2018,19:58,120 West Front St,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
6/19/2018,23:05,10 Somerset St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/19/2018,23:15,300 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/20/2018,2:48,227 Grant Av,PLAINFIELD,CRIMINAL MISCHIEF
6/20/2018,8:18,1627 Myrtle Av,PLAINFIELD,CRIMINAL MISCHIEF
6/20/2018,9:29,735 Park Av,PLAINFIELD,SIMPLE ASSAULT
6/20/2018,10:41,419 Central Av,PLAINFIELD,CRIMINAL MISCHIEF
6/20/2018,11:13,602 Central Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
6/20/2018,13:18,100 East Front St,PLAINFIELD,LARCENY OVER $200 - BICYCLE
6/20/2018,14:45,459-461 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/20/2018,15:10,132 East Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
6/20/2018,21:11,738 West 4th St,PLAINFIELD,CRIMINAL MISCHIEF
6/20/2018,21:42,1262 George St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/20/2018,22:13,755 East 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/20/2018,22:40,20 Sycamore Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/20/2018,22:55,214 Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/21/2018,6:45,442 West 6th St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
6/21/2018,8:53,1622 West Front St,PLAINFIELD,FRAUD
6/21/2018,9:45,1622 West Front St,PLAINFIELD,FRAUD
6/21/2018,13:04,949 South Av,PLAINFIELD,EMBEZZLEMENT
6/21/2018,14:38,704 Carlton Av,PLAINFIELD,CRIMINAL MISCHIEF
6/21/2018,19:04,58 Roosevelt Av,PLAINFIELD,SIMPLE ASSAULT
6/21/2018,21:04,16 Ransome Pl,PLAINFIELD,STOLEN AUTOMOBILE
6/22/2018,0:05,Richmond St && Watchung Av,PLAINFIELD,SIMPLE ASSAULT
6/22/2018,0:47,New St && West 2nd St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
6/22/2018,1:04,641 East 2nd St,PLAINFIELD,ROBBERY - FIREARM - RESIDENCE
6/22/2018,9:14,836 West 3rd St,PLAINFIELD,POSSESSION OF MARIJUANA
6/22/2018,9:16,1200 Randolph Rd,PLAINFIELD,STOLEN AUTOMOBILE
6/22/2018,10:02,160 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/22/2018,10:46,302 West 8th St,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - UNKNOWN
6/22/2018,15:28,27 Netherwood Av,PLAINFIELD,FRAUD
6/22/2018,17:42,957 Cedarbrook Rd,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
6/22/2018,18:18,100 Watchung Av,PLAINFIELD,LARCENY OVER $200 - PICK-POCKET
6/22/2018,18:18,538 West 7th St,PLAINFIELD,LARCENY OVER $200 - OTHER
6/22/2018,20:42,1000 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/22/2018,22:37,East 3rd St && Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/22/2018,23:11,1651 South 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/23/2018,1:08,New St && West 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/23/2018,3:29,681 West Front St,PLAINFIELD,CRIMINAL MISCHIEF
6/23/2018,7:00,1160 Stilford Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/23/2018,7:31,323 Lee Pl,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - NIGHTTIME
6/23/2018,10:50,140 Central Av,PLAINFIELD,LARCENY OVER $200 - OTHER
6/23/2018,11:49,1258 George St,PLAINFIELD,CRIMINAL MISCHIEF
6/23/2018,13:00,950 Park Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
6/23/2018,13:40,435 Spooner Av,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
6/23/2018,13:41,219 East 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/23/2018,14:02,1501 South 2nd St,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - DAYTIME
6/23/2018,14:38,221 Leland Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/23/2018,14:59,Bergen St && West 4th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
6/23/2018,16:57,1338 Belleview Av,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
6/23/2018,20:31,227 Grant Av,PLAINFIELD,SIMPLE ASSAULT
6/23/2018,20:49,411 Grant Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/24/2018,0:00,Liberty St && West 4th St,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
6/24/2018,0:52,400 New St,PLAINFIELD,MURDER
6/24/2018,2:31,1251 Milton Pl,PLAINFIELD,CRIMINAL MISCHIEF
6/24/2018,3:06,102 Central Av,PLAINFIELD,SIMPLE ASSAULT
6/24/2018,3:58,1150 South Av,PLAINFIELD,DISORDERLY CONDUCT
6/24/2018,7:13,542 West 7th St,PLAINFIELD,ROBBERY - STRONG ARM - RESIDENCE
6/24/2018,7:37,New St && West 6th St,PLAINFIELD,ASSAULT - OTHER DANGEROUS WEAPON
6/24/2018,9:35,65 Westervelt Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
6/24/2018,17:08,348 East 2nd St,PLAINFIELD,SIMPLE ASSAULT
6/24/2018,20:27,601 Grant Av,PLAINFIELD,CRIMINAL MISCHIEF
6/24/2018,20:40,636 West Front St,PLAINFIELD,LARCENY UNDER $50 - BICYCLES
6/25/2018,1:09,241 East 2nd St,PLAINFIELD,CRIMINAL MISCHIEF
6/25/2018,1:19,211 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/25/2018,12:34,East Front St && Johnston Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
6/25/2018,13:03,340 Terrill Rd,PLAINFIELD,LARCENY OVER $200 - OTHER
6/25/2018,13:44,518 Park Av,PLAINFIELD,LARCENY OVER $200 - BICYCLE
6/25/2018,14:38,22 Clinton Av,PLAINFIELD,STOLEN AUTOMOBILE
6/25/2018,15:00,101 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
